book_id,country_code,authors,isbn13
40378,US,"[{'author_id': '10885', 'role': ''}, {'author_id': '2485427', 'role': 'Narrated by'}]",9781400130214
4836,US,"[{'author_id': '3299', 'role': ''}]",9780099421863
3585,US,"[{'author_id': '2448', 'role': ''}, {'author_id': '217865', 'role': 'Narrator'}, {'author_id': '217894', 'role': 'Narrator'}, {'author_id': '67899', 'role': 'Narrator'}]",9781598870299
24530,US,"[{'author_id': '13806', 'role': ''}, {'author_id': '2121', 'role': ''}, {'author_id': '13807', 'role': ''}]",9780671639617
4364,US,"[{'author_id': '3019', 'role': ''}]",9780375703409
4360,US,"[{'author_id': '3015', 'role': ''}]",9780140298543
4362,US,"[{'author_id': '3017', 'role': ''}]",9780312426033
44446,US,"[{'author_id': '82932', 'role': 'Editor'}, {'author_id': '16070', 'role': 'Contributor'}, {'author_id': '3072763', 'role': 'Contributor'}, {'author_id': '24951', 'role': 'Contributor'}, {'author_id': '24953', 'role': 'Contributor'}, {'author_id': '232932', 'role': 'Contributor'}, {'author_id': '410680', 'role': 'Contributor'}, {'author_id': '3137322', 'role': 'Contributor'}, {'author_id': '128382', 'role': 'Contributor'}, {'author_id': '6890538', 'role': 'Contributor'}, {'author_id': '4175285', 'role': 'Contributor'}, {'author_id': '5031025', 'role': 'Contributor'}, {'author_id': '6890537', 'role': 'Contributor'}]",9780486429922
1504,US,"[{'author_id': '986', 'role': ''}]",9780715631874
22209,US,"[{'author_id': '8944', 'role': ''}]",9780752817002
22208,US,"[{'author_id': '12677', 'role': ''}, {'author_id': '340491', 'role': 'Illustrator'}]",9780531071663
22202,US,"[{'author_id': '12673', 'role': ''}]",9780552153577
22201,US,"[{'author_id': '12672', 'role': ''}]",9780345490094
22200,US,"[{'author_id': '9226', 'role': ''}]",9780441013678
22207,US,"[{'author_id': '12676', 'role': ''}]",9780060875077
22205,US,"[{'author_id': '2987', 'role': ''}]",9780142501559
20241,US,"[{'author_id': '7', 'role': ''}]",9780385605144
23056,US,"[{'author_id': '13084', 'role': ''}, {'author_id': '74721', 'role': 'Translator '}]",9780006861355
10534,US,"[{'author_id': '1771', 'role': ''}, {'author_id': '155021', 'role': 'Translator'}]",9781590302255
10537,US,"[{'author_id': '1771', 'role': ''}, {'author_id': '13617', 'role': 'Translator'}]",9781402561016
10539,US,"[{'author_id': '7', 'role': ''}]",9780552998086
9929,US,"[{'author_id': '6479', 'role': ''}, {'author_id': '3854278', 'role': 'Illustrator'}]",9780962088117
9920,US,"[{'author_id': '431149', 'role': ''}, {'author_id': '276553', 'role': 'Introduction'}]",9780375507908
9921,US,"[{'author_id': '16547843', 'role': ''}, {'author_id': '6473', 'role': ''}]",9781581821369
9922,US,"[{'author_id': '431149', 'role': ''}]",9780812975932
9923,US,"[{'author_id': '431149', 'role': ''}]",9780141185934
9924,US,"[{'author_id': '431149', 'role': ''}]",9780679745570
17123,US,"[{'author_id': '3472', 'role': ''}]",9780860688662
17125,US,"[{'author_id': '10420', 'role': ''}, {'author_id': '192496', 'role': 'Translation'}]",9780374529529
16192,US,"[{'author_id': '1899', 'role': ''}]",9780807071274
16193,US,"[{'author_id': '1899', 'role': ''}]",9780060921088
35417,US,"[{'author_id': '18810', 'role': ''}, {'author_id': '17744', 'role': ''}]",9781569719626
35414,US,"[{'author_id': '12479', 'role': ''}]",9780345477385
35412,US,"[{'author_id': '8154', 'role': ''}]",9780345463050
35413,US,"[{'author_id': '20008', 'role': ''}, {'author_id': '18808', 'role': ''}, {'author_id': '18809', 'role': ''}]",9781593077099
5345,US,"[{'author_id': '721', 'role': ''}]",9780385517232
5346,US,"[{'author_id': '721', 'role': ''}]",9780385339681
13486,US,"[{'author_id': '8451', 'role': ''}, {'author_id': '8450', 'role': ''}]",9780800638184
1366,US,"[{'author_id': '901', 'role': ''}, {'author_id': '241287', 'role': 'Translator'}, {'author_id': '2899597', 'role': 'Introduction'}]",9780140440348
1367,US,"[{'author_id': '901', 'role': ''}, {'author_id': '960', 'role': 'Editor'}, {'author_id': '902', 'role': 'Editor, Translator'}]",9780393959468
1365,US,"[{'author_id': '901', 'role': ''}, {'author_id': '50435', 'role': 'Editor'}, {'author_id': '608211', 'role': 'Translator'}]",9780192824257
1362,US,"[{'author_id': '901', 'role': ''}, {'author_id': '241287', 'role': 'Translator'}, {'author_id': '3020094', 'role': 'Editor, Introduction, Notes'}]",9780140449082
1368,US,"[{'author_id': '901', 'role': ''}, {'author_id': '1709497', 'role': 'Editor'}, {'author_id': '106545', 'role': 'Translator'}, {'author_id': '420917', 'role': 'Translator, Introduction'}]",9780375400612
22463,US,"[{'author_id': '12793', 'role': ''}]",9780785819110
22461,US,"[{'author_id': '12793', 'role': ''}, {'author_id': '4992775', 'role': 'Introduction'}]",9780451529060
22460,US,"[{'author_id': '12794', 'role': ''}, {'author_id': '92579', 'role': 'Illustrator'}]",9780060843373
38424,US,"[{'author_id': '21618', 'role': ''}, {'author_id': '21616', 'role': ''}]",9781417699674
42528,US,"[{'author_id': '23920', 'role': ''}]",9780801856686
42525,US,"[{'author_id': '23905', 'role': ''}, {'author_id': '1184434', 'role': 'Editor'}]",9780805069075
27503,US,"[{'author_id': '6434062', 'role': ''}, {'author_id': '124763', 'role': 'Translator'}]",9780156030168
27500,US,"[{'author_id': '1467', 'role': ''}]",9780965045643
27507,US,"[{'author_id': '15441', 'role': ''}, {'author_id': '3861491', 'role': 'Editor'}]",9780743255486
18906,US,"[{'author_id': '13730', 'role': ''}]",9780060766740
44881,US,"[{'author_id': '9059', 'role': ''}]",9780385732598
44883,US,"[{'author_id': '7399', 'role': ''}]",9780974811826
44882,US,"[{'author_id': '25169', 'role': ''}]",9780735611313
15719,US,"[{'author_id': '1221698', 'role': ''}, {'author_id': '9717', 'role': 'Illustrator'}, {'author_id': '156274', 'role': 'Digital Painter'}, {'author_id': '15392', 'role': 'Introduction'}]",9780785123118
15714,US,"[{'author_id': '957894', 'role': ''}]",9782070322886
24157,US,"[{'author_id': '13589', 'role': ''}, {'author_id': '198837', 'role': 'Illustrator'}]",9780763620875
24156,US,"[{'author_id': '13589', 'role': ''}, {'author_id': '198837', 'role': 'Illustrator'}]",9780763619312
37408,US,"[{'author_id': '3534', 'role': ''}, {'author_id': '21018', 'role': ''}]",9780786812912
37405,US,"[{'author_id': '3534', 'role': ''}]",9780674673779
2404,US,"[{'author_id': '1631', 'role': 'Adapter'}, {'author_id': '15122', 'role': 'Illustrator'}, {'author_id': '1624', 'role': ''}]",9780192781536
14817,US,"[{'author_id': '4764', 'role': ''}]",9780575076815
14812,US,"[{'author_id': '9266', 'role': ''}]",9780756403607
3431,US,"[{'author_id': '2331', 'role': ''}]",9781401308582
6708,US,"[{'author_id': '4493', 'role': ''}]",9781577314806
36259,US,"[{'author_id': '18868', 'role': ''}]",9780805072839
36255,US,"[{'author_id': '18930', 'role': ''}]",9780449236413
36253,US,"[{'author_id': '18930', 'role': ''}, {'author_id': '9987', 'role': 'Foreword by'}]",9781556526442
36252,US,"[{'author_id': '18930', 'role': ''}, {'author_id': '9987', 'role': 'Foreword'}]",9781556526008
26481,US,"[{'author_id': '4057', 'role': ''}, {'author_id': '18938', 'role': 'Illustrator'}]",9780439435406
26480,US,"[{'author_id': '4057', 'role': ''}]",9780439272001
26482,US,"[{'author_id': '4057', 'role': ''}]",9780590897983
428,US,"[{'author_id': '238', 'role': ''}, {'author_id': '16462792', 'role': 'Introduction'}]",9780374529949
28728,US,"[{'author_id': '8685', 'role': ''}, {'author_id': '8691', 'role': ''}]",9780671318550
28729,US,"[{'author_id': '3583', 'role': 'Editor'}, {'author_id': '14454', 'role': 'Contributor'}, {'author_id': '589', 'role': 'Contributor'}, {'author_id': '8685', 'role': 'Contributor'}, {'author_id': '8694', 'role': 'Contributor'}, {'author_id': '10518', 'role': 'Contributor'}]",9780765349118
421,US,"[{'author_id': '238', 'role': ''}]",9780374522216
420,US,"[{'author_id': '238', 'role': ''}]",9781400043149
423,US,"[{'author_id': '238', 'role': ''}]",9780679752868
422,US,"[{'author_id': '238', 'role': ''}, {'author_id': '356475', 'role': 'Illustrator'}]",9780679754862
425,US,"[{'author_id': '238', 'role': ''}]",9780679754855
424,US,"[{'author_id': '238', 'role': ''}]",9780374521721
28725,US,"[{'author_id': '8685', 'role': ''}]",9780756401139
29394,US,"[{'author_id': '10746', 'role': ''}]",9780441014347
29395,US,"[{'author_id': '12542', 'role': ''}]",9780060530488
29396,US,"[{'author_id': '10746', 'role': ''}]",9780441012688
29390,US,"[{'author_id': '53666', 'role': ''}]",9780750934008
37264,US,"[{'author_id': '14151', 'role': ''}]",9780375714764
37261,US,"[{'author_id': '14151', 'role': ''}]",9781891830600
36475,US,"[{'author_id': '19109', 'role': ''}]",9780393307009
8500,US,"[{'author_id': '5548', 'role': ''}, {'author_id': '2749801', 'role': ''}]",9780099744214
8506,US,"[{'author_id': '2969409', 'role': ''}]",9780195181302
8508,US,"[{'author_id': '1673', 'role': ''}]",9781557091840
10885,US,"[{'author_id': '7111', 'role': ''}, {'author_id': '7112', 'role': ''}]",9780684837710
32703,US,"[{'author_id': '18344', 'role': ''}, {'author_id': '3887498', 'role': ''}, {'author_id': '6244', 'role': ''}]",9780786890439
32702,US,"[{'author_id': '5858', 'role': 'Pseudonym'}, {'author_id': '3389', 'role': ''}, {'author_id': '2898655', 'role': 'Translator'}]",9788427011502
32709,US,"[{'author_id': '7621', 'role': ''}, {'author_id': '3389', 'role': 'Designed by'}]",9780679740131
8213,US,"[{'author_id': '5389', 'role': ''}, {'author_id': '220935', 'role': 'Translator'}]",9780226505367
17581,US,"[{'author_id': '16121743', 'role': ''}, {'author_id': '268555', 'role': 'Illustrator'}]",9780064462341
8660,US,"[{'author_id': '2448', 'role': ''}, {'author_id': '37775', 'role': 'Editor'}]",9780142002728
44545,US,"[{'author_id': '23613', 'role': ''}, {'author_id': '229671', 'role': 'Editor'}]",9781899791668
44540,US,"[{'author_id': '23613', 'role': 'Editor'}]",9780231109253
44543,US,"[{'author_id': '23613', 'role': ''}]",9780156007474
35350,US,"[{'author_id': '19957', 'role': ''}]",9780385496056
872,US,"[{'author_id': '566', 'role': ''}, {'author_id': '488758', 'role': 'Translator'}, {'author_id': '5449827', 'role': 'Illustrator'}]",9780060192501
873,US,"[{'author_id': '4698899', 'role': ''}, {'author_id': '1945379', 'role': 'Translator'}]",9781591169239
871,US,"[{'author_id': '4698899', 'role': ''}, {'author_id': '1945379', 'role': 'Translator'}]",9781591169291
1403,US,"[{'author_id': '927', 'role': ''}]",9781891190230
1402,US,"[{'author_id': '919', 'role': ''}, {'author_id': '3096468', 'role': 'Translator'}, {'author_id': '926', 'role': 'Translator'}]",9780674995833
22302,US,"[{'author_id': '2546', 'role': ''}, {'author_id': '2185794', 'role': ''}]",9788439711865
22307,US,"[{'author_id': '1886', 'role': ''}]",9781553651529
22304,US,"[{'author_id': '1886', 'role': ''}]",9780743231510
32075,US,"[{'author_id': '17623', 'role': ''}, {'author_id': '18061', 'role': 'Editor'}]",9780521294300
26049,US,"[{'author_id': '625', 'role': ''}]",9780515140774
3531,US,"[{'author_id': '2413', 'role': ''}, {'author_id': '3521078', 'role': 'Editor'}]",9780871235961
3532,US,"[{'author_id': '410680', 'role': ''}, {'author_id': '69892', 'role': 'Translator'}]",9780974607894
25919,US,"[{'author_id': '14529', 'role': ''}]",9781598160123
3815,US,"[{'author_id': '344522', 'role': ''}]",9780446679220
3818,US,"[{'author_id': '2592', 'role': ''}]",9780830826056
20059,US,"[{'author_id': '29', 'role': ''}]",9781570629136
32016,US,"[{'author_id': '663', 'role': ''}]",9781581344493
3072,US,"[{'author_id': '447', 'role': ''}, {'author_id': '88386', 'role': 'Introduction'}]",9780374521028
3075,US,"[{'author_id': '2099', 'role': 'Adapter'}, {'author_id': '2098', 'role': ''}]",9780822219750
21686,US,"[{'author_id': '10289', 'role': ''}]",9780380731862
21685,US,"[{'author_id': '10289', 'role': ''}]",9780156029025
21682,US,"[{'author_id': '10289', 'role': ''}]",9780061139673
21683,US,"[{'author_id': '10289', 'role': ''}]",9780380730360
19531,US,"[{'author_id': '5548', 'role': ''}]",9782070367702
19534,US,"[{'author_id': '11700', 'role': ''}]",9780553378498
29478,US,"[{'author_id': '16566', 'role': ''}]",9780061140532
27345,US,"[{'author_id': '15341', 'role': ''}, {'author_id': '15332', 'role': ''}]",9780395517420
27347,US,"[{'author_id': '15332', 'role': ''}, {'author_id': '254571', 'role': ''}]",9780140253801
39793,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '39043', 'role': 'Translator'}]",9781400095810
39792,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '431735', 'role': 'Translator'}]",9781565849938
39795,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '431735', 'role': 'Translator'}]",9781400031528
39797,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '431735', 'role': 'Translator'}]",9781400076956
39796,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '93978', 'role': 'Translator'}]",9781400031566
39799,US,"[{'author_id': '22339', 'role': ''}, {'author_id': '39043', 'role': 'Translator'}]",9780099448877
9566,US,"[{'author_id': '197', 'role': ''}]",9781842430224
34542,US,"[{'author_id': '1654', 'role': ''}]",9780060094966
34541,US,"[{'author_id': '1654', 'role': ''}]",9780061051586
34540,US,"[{'author_id': '1654', 'role': ''}, {'author_id': '19440', 'role': 'Illustrator'}]",9780575068858
34545,US,"[{'author_id': '70006', 'role': 'Editor'}, {'author_id': '99876', 'role': ''}, {'author_id': '19446', 'role': 'photographer'}]",9780714843308
34544,US,"[{'author_id': '19445', 'role': 'Writer'}, {'author_id': '57285', 'role': ''}, {'author_id': '61230', 'role': 'Illustrator'}]",9780785110590
34548,US,"[{'author_id': '1362939', 'role': ''}]",9780312291457
24711,US,"[{'author_id': '4711', 'role': ''}]",9780060645892
7679,US,"[{'author_id': '5194', 'role': ''}]",9780060092573
7677,US,"[{'author_id': '5194', 'role': ''}]",9780307348135
7674,US,"[{'author_id': '5194', 'role': ''}, {'author_id': '24659', 'role': 'Read by'}, {'author_id': '250909', 'role': 'Read by'}, {'author_id': '507057', 'role': 'Read by'}]",9780739340332
7672,US,"[{'author_id': '5194', 'role': ''}]",9780060541835
7673,US,"[{'author_id': '5194', 'role': ''}]",9780060891565
7670,US,"[{'author_id': '5194', 'role': ''}]",9780060541811
23518,US,"[{'author_id': '13257', 'role': ''}]",9780471409762
23512,US,"[{'author_id': '13252', 'role': ''}, {'author_id': '13251', 'role': ''}]",9780131445963
23515,US,"[{'author_id': '13255', 'role': ''}]",9780764584657
17722,US,"[{'author_id': '8164', 'role': ''}, {'author_id': '180439', 'role': 'Illustrator'}]",9780553213454
30134,US,"[{'author_id': '435477', 'role': ''}, {'author_id': '3867504', 'role': 'Narrator'}]",9780061130472
37996,US,"[{'author_id': '21356', 'role': 'Editor'}, {'author_id': '51690', 'role': 'Contributor'}, {'author_id': '404951', 'role': 'Contributor'}, {'author_id': '253936', 'role': 'Contributor'}, {'author_id': '3993111', 'role': 'Contributor'}, {'author_id': '796730', 'role': 'Contributor'}, {'author_id': '45973', 'role': 'Contributor'}, {'author_id': '912770', 'role': 'Contributor'}, {'author_id': '182699', 'role': 'Contributor'}, {'author_id': '7797', 'role': 'Contributor'}, {'author_id': '26407', 'role': 'Contributor'}, {'author_id': '10331', 'role': 'Contributor'}, {'author_id': '7152994', 'role': ''}]",9780393321630
37998,US,"[{'author_id': '11060', 'role': ''}]",9781590526866
9164,US,"[{'author_id': '5999', 'role': ''}, {'author_id': '3853840', 'role': ''}]",9780764525681
41489,US,"[{'author_id': '99044', 'role': ''}, {'author_id': '12454', 'role': ''}]",9780743418133
26653,US,"[{'author_id': '13978', 'role': ''}]",9780345480057
26654,US,"[{'author_id': '13978', 'role': ''}]",9780345450692
27404,US,"[{'author_id': '7045126', 'role': ''}]",9780679723127
45288,US,"[{'author_id': '1438', 'role': ''}, {'author_id': '76779', 'role': 'Editor'}]",9780142437681
45283,US,"[{'author_id': '2617', 'role': ''}]",9788497930970
18801,US,"[{'author_id': '233619', 'role': ''}, {'author_id': '518992', 'role': 'Translator'}, {'author_id': '378477', 'role': 'Translator'}, {'author_id': '6212', 'role': 'Revisions'}]",9780375753114
18802,US,"[{'author_id': '233619', 'role': ''}, {'author_id': '166496', 'role': 'Translator'}, {'author_id': '15967', 'role': 'Editor'}]",9780141180366
18803,US,"[{'author_id': '233619', 'role': ''}, {'author_id': '27427', 'role': 'Translator'}, {'author_id': '15967', 'role': 'Editor, Preface'}]",9780141180311
18808,US,"[{'author_id': '11329', 'role': ''}]",9781904341277
5890,US,"[{'author_id': '4012', 'role': ''}, {'author_id': '4011', 'role': 'Annotations'}]",9780141439617
5891,US,"[{'author_id': '4012', 'role': ''}]",9780486440965
5893,US,"[{'author_id': '4012', 'role': ''}, {'author_id': '3852445', 'role': 'Editor'}, {'author_id': '205909', 'role': 'Editor'}]",9781551116440
5896,US,"[{'author_id': '4012', 'role': ''}, {'author_id': '3117229', 'role': 'Introduction'}]",9781593082802
5898,US,"[{'author_id': '656983', 'role': ''}]",9780007136582
16619,US,"[{'author_id': '465', 'role': ''}, {'author_id': '1699', 'role': 'Introduction'}, {'author_id': '2730030', 'role': 'Translation'}]",9780140447606
16616,US,"[{'author_id': '188984', 'role': ''}]",9781585670987
22618,US,"[{'author_id': '1264', 'role': ''}, {'author_id': '55684', 'role': ''}]",9781845203344
34495,US,"[{'author_id': '1654', 'role': ''}]",9780060094935
34492,US,"[{'author_id': '1654', 'role': ''}]",9780060890315
12527,US,"[{'author_id': '5209', 'role': ''}]",9780072434170
12526,US,"[{'author_id': '5209', 'role': ''}]",9780060920647
31862,US,"[{'author_id': '36556', 'role': ''}, {'author_id': '586904', 'role': 'Translator'}]",9780872204201
7101,US,"[{'author_id': '4778', 'role': ''}]",9780618056811
9072,US,"[{'author_id': '5918', 'role': ''}, {'author_id': '428308', 'role': 'Narrator'}, {'author_id': '1144378', 'role': 'Narrator'}]",9781415929018
9073,US,"[{'author_id': '6459198', 'role': ''}]",9781400046843
30050,US,"[{'author_id': '5921', 'role': ''}]",9780807085738
5171,US,"[{'author_id': '3513', 'role': ''}]",9780345439109
5176,US,"[{'author_id': '3517', 'role': ''}]",9780345443281
5175,US,"[{'author_id': '3516', 'role': ''}]",9780380794874
5174,US,"[{'author_id': '3515', 'role': ''}]",9780743466523
5179,US,"[{'author_id': '3519', 'role': ''}]",9780671774677
26583,US,"[{'author_id': '437669', 'role': ''}, {'author_id': '7577', 'role': ''}]",9780452266629
26587,US,"[{'author_id': '578', 'role': ''}, {'author_id': '903', 'role': ''}, {'author_id': '277359', 'role': 'Illustrator'}]",9780786809288
26588,US,"[{'author_id': '578', 'role': ''}, {'author_id': '14917', 'role': ''}, {'author_id': '7285058', 'role': 'Illustrator'}]",9780375832215
18260,US,"[{'author_id': '239579', 'role': ''}, {'author_id': '68038', 'role': 'Illustrator'}, {'author_id': '3031783', 'role': 'Introduction'}]",9781593082062
18261,US,"[{'author_id': '4699102', 'role': ''}, {'author_id': '2774120', 'role': 'Translator'}]",9780140441376
18265,US,"[{'author_id': '11029', 'role': ''}, {'author_id': '225960', 'role': 'Translator'}, {'author_id': '6150858', 'role': 'Translator'}]",9780679431374
18266,US,"[{'author_id': '11029', 'role': ''}, {'author_id': '1804', 'role': 'Translator'}]",9780140445503
28425,US,"[{'author_id': '15987', 'role': ''}]",9780553581997
28427,US,"[{'author_id': '15987', 'role': ''}]",9780553580549
21295,US,"[{'author_id': '879521', 'role': ''}]",9780312994815
27885,US,"[{'author_id': '13030', 'role': ''}]",9780886774967
14940,US,"[{'author_id': '9322', 'role': ''}]",9780451218599
14948,US,"[{'author_id': '6765', 'role': ''}, {'author_id': '9323', 'role': 'Editor'}]",9780156027915
33052,US,"[{'author_id': '18540', 'role': ''}]",9780156632775
33057,US,"[{'author_id': '18545', 'role': ''}, {'author_id': '18546', 'role': ''}]",9780060925819
16298,US,"[{'author_id': '123715', 'role': ''}]",9781579126292
16297,US,"[{'author_id': '123715', 'role': ''}]",9780425205952
8601,US,"[{'author_id': '5571', 'role': ''}]",9781861979339
28240,US,"[{'author_id': '9599', 'role': ''}]",9780618134243
28249,US,"[{'author_id': '15890', 'role': ''}]",9781841493138
29412,US,"[{'author_id': '598299', 'role': ''}]",9780670038381
25946,US,"[{'author_id': '228089', 'role': ''}, {'author_id': '3860839', 'role': 'Translator'}]",9780140442052
11570,US,"[{'author_id': '3389', 'role': ''}, {'author_id': '90038', 'role': 'Translator'}, {'author_id': '4397863', 'role': 'Translator'}]",9782226131904
45492,US,"[{'author_id': '3618', 'role': ''}]",9780439994125
45495,US,"[{'author_id': '566', 'role': ''}, {'author_id': '3868869', 'role': 'Translator'}]",9780062511409
8515,US,"[{'author_id': '5559', 'role': ''}, {'author_id': '57229', 'role': ''}, {'author_id': '380625', 'role': 'Afterword'}]",9780345427052
2077,US,"[{'author_id': '1391', 'role': ''}, {'author_id': '6952980', 'role': 'Preface by'}]",9780387987200
28666,US,"[{'author_id': '8591', 'role': ''}]",9780061054686
23932,US,"[{'author_id': '4462369', 'role': ''}, {'author_id': '493614', 'role': 'Editor'}]",9780802137784
23300,US,"[{'author_id': '4874418', 'role': ''}, {'author_id': '2738900', 'role': 'Illustrator'}, {'author_id': '2738901', 'role': 'Illustrator'}, {'author_id': '2847482', 'role': 'Translator'}, {'author_id': '453764', 'role': 'Editor'}]",9780439774383
41304,US,"[{'author_id': '21112', 'role': ''}]",9780316831307
13879,US,"[{'author_id': '8588', 'role': ''}]",9780380973996
41369,US,"[{'author_id': '23290', 'role': ''}]",9780714529035
10772,US,"[{'author_id': '6125', 'role': ''}, {'author_id': '428160', 'role': 'Read by'}]",9781415930687
10770,US,"[{'author_id': '7043', 'role': ''}, {'author_id': '7042', 'role': 'Illustrator'}]",9780684854281
10776,US,"[{'author_id': '1455', 'role': ''}, {'author_id': '415141', 'role': 'Illustrator'}]",9780099460954
10778,US,"[{'author_id': '1455', 'role': ''}]",9780684844640
